author;title;date;lang_TALD;lang_world;branch_TALD;branch_world;url;from_TALD;from_Glottolog;from_Scholar;from_rsl
Bashirova R.S.;Аналитические конструкции глагола аварского литературного языка;2008;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01003541474;0;0;0;1
Bashirova R.S.;Грамматикализация аналитических конструкций глагола аварского литературного языка;2015;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01008142448;0;0;0;1
Bashirova R.S. and Otsomieva-Tagirova Z.M.;Цветовые характеристики аварского топонимического пространства;2017;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Bashirova R.S. and Otsomieva-Tagirova Z.M.;ОСОБЕННОСТИ СЕМАНТИКИ НЕКОТОРЫХ АВАРСКИХ ТОПОНИМОВ;2021;Avar;Avar;Avar-Andic;Avar-Andic;;0;0;1;0
Bashirova Zh.D.;Структурно-семантические типы простого предложения в лакском языке;2011;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01005443981;0;0;0;1
Batalov R.Kh.;Производственная лексика чеченцев;2010;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01004957810;0;0;0;1
Batkhiev A.M. and Israilova L.Yu. and Zherebilo T.V.;"Структура и микроструктура русско-чеченского ""Словаря окружающей среды""";2016;Chechen;Chechen;Nakh;Nakh;;0;0;1;0
Batsalova Kh.B.;Фонетические и морфологические особенности ругуджинского говора аварского языка;2013;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01006693345;0;0;0;1
Batsalova Kh.B.;Фонетические и морфологические особенности ругуджинского говора андалальского диалекта аварского языка;2013;Avar;Avar;Avar-Andic;Avar-Andic;;1;0;0;0
Bazmanova Z.R.;Служебные слова в лакском языке в сопоставлении с русским;2003;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01002608818;0;0;0;1
Bekova A.I. and Dudarov U.B. and Ilieva F.M. and Malsagova L.D. and Tarieva M.U.;Ингушско-русский словарь;2009;Ingush;Ingush;Nakh;Nakh;;1;1;0;0
Bektemirova P.M.;Деепричастие в бежтинском языке;2017;Bezhta;Bezhta;Tsezic;Tsezic;https://search.rsl.ru/ru/record/01008583245;0;0;0;1
Belyaev O.I.;Coordination and subordination in Dargi languages (Icari, Qunqi and Ashti);2010;Sanzhi-Itsari, Northern Dargwa, Southwestern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Аспектуально-темпоральная система аштынского даргинского;2012;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Optimal agreement at m-structure: person in Dargwa;2013;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Ergative gender agreement in Dargwa “backward control” or feature sharing?;2016;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Perfective past in Dargwa;2016;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Information structure conditions on the agreement controller in Dargwa;2017;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I.;Aorist, Resultative and Perfect in Shiri Dargwa and beyond;2018;Northern Dargwa, Kubachi, Kajtak, Sanzhi-Itsari, Amuzgi-Shiri, Southwestern Dargwa;Dargwa;Dargwic;Dargwic;;1;0;1;0
Belyaev O.I.;A grammar of Shiri (Manuscript);2019;Amuzgi-Shiri;Dargwa;Dargwic;Dargwic;;1;0;0;0
Belyaev O.I.;Место ширинского и амузгинского среди диалектов даргинского языка;2019;Amuzgi-Shiri, Sanzhi-Itsari, Kubachi;Dargwa;Dargwic;Dargwic;;1;0;0;0
Belyaev O.I.;Verbal case'in Ashti Dargwa;2020;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Belyaev O.I. and Forker D. and Khalilova Z.M.;Dislocation in Nakh-Daghestanian languages;2012;Kubachi, Southwestern Dargwa, Hinuq;Dargwa, Hinuq;Dargwic, Tsezic;Dargwic, Tsezic;;0;0;1;0
Bibulatov N.S.;Типы склонения имен существительных в говорах плоскостного диалекта чеченского языка;1965;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01010419991;0;0;0;1
Bickel B. and Comrie B. and Forker D.;Tense and Aspect in Bezhta;2006;Bezhta;Bezhta;Tsezic;Tsezic;;0;0;1;0
Bilalova Kh.A.;Когнитивные основы субстантивации прилагательных в английском и лезгинском языках: на материале наименований лиц;2013;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01006566340;0;0;0;1
Bogomolova N. and Forker D.;Elevation as a category of grammar: Dargwa languages and beyond;2019;Southwestern Dargwa;Dargwa;Dargwic;Dargwic;;0;0;1;0
Bogomolova N. and Ganenkov D.S. and Schiborr N.N.;Multi-CAST Tabasaran;2021;Tabasaran;Tabasaran;Lezgic;Lezgic;;0;0;1;0
Boguslavskaya O.Yu.;Структура именной группы: определительные конструкции в дагестанских языках;1989;Aghul, Northern Akhvakh, Bezhta, Chamalal, Lak;Aghul, Akhvakh, Bezhta, Chamalal, Lak;Avar-Andic, Lak, Lezgic, Tsezic;Avar-Andic, Lak, Lezgic, Tsezic;https://search.rsl.ru/ru/record/01000107057;0;1;0;1
Bokaryov A.A.;Очерк грамматики чамалинского языка;1949;Chamalal, Gigatli;Chamalal;Avar-Andic;Avar-Andic;;1;1;0;0
Bokaryov A.A.;Синтаксис аварского языка;1949;Avar;Avar;Avar-Andic;Avar-Andic;;1;1;0;0
Bokaryov E.A.;Цезские (дидойские) языки Дагестана;1959;Bezhta, Tsez, Hinuq, Khwarshi;Bezhta, Hinuq, Khwarshi, Tsez;Tsezic;Tsezic;;1;1;0;0
Bokaryov E.A.;Цезский язык;1959;Tsez;Tsez;Tsezic;Tsezic;;1;0;0;0
Bokaryov E.A.;Бежтинский язык;1967;Bezhta;Bezhta;Tsezic;Tsezic;;0;1;0;0
Bonch-Osmolovskaja A. and Lyutikova E.A.;Актантные предложения;1999;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;1;0;0
Bond O.;Attributives in Archi: A mixed category with multiple bases;2014;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Bond O. and Brown D. and Chumakina M.E. and Corbett G.G.;Archi: Complexities of agreement in cross-theoretical perspective;2016;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Bond O. and Corbett G.G. and Marina Chumakina;Essentials of Archi grammar;2016;Archi;Archi;Lezgic;Lezgic;;0;1;1;0
Bouda K.;Die darginische Schriftsprache;1937;Northern Dargwa;Dargwa;Dargwic;Dargwic;;0;1;0;0
Bouda K.;Das Tabassaranische: grammatische und syntaktische Untersuchungen einer südostkaukasischen Sprache;1939;Tabasaran;Tabasaran;Lezgic;Lezgic;;0;1;0;0
Bouda K.;Lakkische Studien;1949;Lak;Lak;Lak;Lak;;0;1;0;0
Brown D. and Chumakina M.E. and Corbett G.G.;Archi language tutorial;2008;Archi;Archi;Lezgic;Lezgic;;0;1;1;0
Brown D. and Chumakina M.E. and Corbett G.G. and Quilliam H.;Archi: A dictionary of the language of the Archi People, Daghestan, Caucasus, with sounds and pictures;2008;Archi;Archi;Lezgic;Lezgic;;1;1;1;0
Brown D. and Sells P.;Archi as a basis for comparing different frameworks;2016;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Bugenhagen R.D. and Komen E.R.;Post-verbal pronominal subjects in Chechen and Ingush;2017;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;;0;0;1;0
Bugenhagen R.D. and Komen E.R.;Interference from mediating languages in translation: The case of the Lord’s Prayer in Chechen and Ingush;2019;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;;0;0;1;0
Bugraeva Z.M.;Видо-временные формы глагола лакского языка в сопоставлении с английским и русским;2001;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01002281511;0;0;0;1
Burchuladze G.T.;Склонение имен в лакском языке;1969;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01010209836;0;0;0;1
Burchuladze G.T.;Становление личного спряжения в лакском языке;1979;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01008942391;0;0;0;1
Burzhumova S.N.;Тюркские заимствования в табасаранском языке;2006;Tabasaran;Tabasaran;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01003011148;0;0;0;1
Buzurtanov R.Kh.;"Об исконности фонемы ""Ф"" в ингушском языке";2019;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01010315276;0;0;0;1
ByakhIyammadov M.R.;Хасти уми руркъни;2014;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01007565470;0;0;0;1
ByakhIyammadov M.R.;Изложениебала сборник: белчIудила-методикала пособие;2019;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01010267018;0;0;0;1
ByakhIyammadov M.R.;Дарган мезлизир хасти уми ва илди руркъни: белчIудила пособие;2020;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01010534617;0;0;0;1
ByakhIyammadov M.R.;Царка предложение ва ил руркънила тяхІурти;2020;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01010537044;0;0;0;1
BΙarakhoj M.N.;ХΙанзара гΙалгΙай мотт: лоацца дошлорг - хоаттарг;2008;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01004139741;0;0;0;1
Chalaev K.;Parlons Lak (Caucase Daghestan);2012;Lak;Lak;Lak;Lak;;0;1;0;0
Chalaeva P.Sh.;Лакско-русские языковые контакты и их результаты;1998;Lak;Lak;Lak;Lak;https://search.rsl.ru/ru/record/01000193504;0;0;0;1
Chamsaeva B.T.;Лексика традиционных промыслов даргинского языка;1997;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01000192415;0;0;0;1
Chanakhanov O.D.;Тукита (селение Тукита: история, быт, культура и язык);2005;Tukita;Karata;Avar-Andic;Avar-Andic;;0;1;0;0
Chanakhanov O.D.;Говорим по-тукитински: в трех частях;2024;Tukita;Karata;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01013767924;0;0;0;1
Chankaeva R.Z.;Способы выражения временных отношений в даргинском и русском языках;2011;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01005033234;0;0;0;1
Chapaeva R.M.;Нижнемулебкинский говор даргинского языка: фонетика и именная морфология;2011;Northern Dargwa;Dargwa;Dargwic;Dargwic;https://search.rsl.ru/ru/record/01005443745;0;0;0;1
Chapanov O.V.;Глагольные словосочетания с именами существительными в современном ингушском литературном языке;1975;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01009519600;0;0;0;1
Chapanov O.V.;Глагольные словосочетания с зависимыми именами существительными в современном ингушском литературном языке;1981;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01008873837;0;0;0;1
Charachidze G.;Grammaire de la langue avar (langue du Caucase Nord-Est);1981;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Chechuro I.Yu.;Nominal morphology of Mehweb;2019;Mehweb;Dargwa;Dargwic;Dargwic;;1;0;0;0
Chechuro I.Yu. and Daniel M.A. and Koile Ezequiel and Moroz G.A.;Geography and language divergence: The case of Andic languages;2022;Upper Andi, Botlikh, Godoberi, Karata, Bagvalal, Tindi, Chamalal, Northern Akhvakh;Akhvakh, Andi, Bagvalal, Botlikh, Chamalal, Godoberi, Karata, Tindi;Avar-Andic;Avar-Andic;;0;0;1;0
Chechuro I.Yu. and Daniel M.A. and Verhees S.;Lexical influence on microlevel: Data from Daghestan;2018;Avar, Upper Andi, Karata, Tukita, Northern Akhvakh, Bagvalal, Botlikh;Akhvakh, Andi, Avar, Bagvalal, Botlikh, Karata;Avar-Andic;Avar-Andic;;0;0;1;0
Chechuro I.Yu. and Daniel M.A. and Verhees S.;Daghestanian loans database;2019;Northern Akhvakh, Upper Andi, Lower Andi, Avar, Bagvalal, Bezhta, Tabasaran, Aghul, Rutul, Chechen, Kajtak, Karata, Tukita, Lezgian, Tabasaran, Tsakhur, Tsez;Aghul, Akhvakh, Andi, Avar, Bagvalal, Bezhta, Chechen, Dargwa, Karata, Lezgian, Rutul, Tabasaran, Tsakhur, Tsez;Avar-Andic, Dargwic, Lezgic, Nakh, Tsezic;Avar-Andic, Dargwic, Lezgic, Nakh, Tsezic;;1;0;0;0
Cheerchiev M.Ch.;Принципы сравнительно-исторических фонетических реконструкций в школе Ф.Ф. Фортунатова: с приложением к материалу аваро-андо-цезских языков;1978;Northern Akhvakh, Southern Akhvakh, Upper Andi, Lower Andi, Bagvalal, Tindi, Botlikh, Godoberi, Chamalal, Karata, Avar, Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Akhvakh, Andi, Avar, Bagvalal, Bezhta, Botlikh, Chamalal, Godoberi, Hinuq, Hunzib, Karata, Khwarshi, Tindi, Tsez;Avar-Andic, Tsezic;Avar-Andic, Tsezic;https://search.rsl.ru/ru/record/01009454868;0;0;0;1
Cheerchiev M.Ch.;Теоретическое обоснование и процедура лингвистических экстраполяций;2009;Hinuq, Hunzib, Bezhta, Tsez, Avar, Budukh, Kryz, Khinalug, Bagvalal, Botlikh, Chamalal;Avar, Bagvalal, Bezhta, Botlikh, Budukh, Chamalal, Hinuq, Hunzib, Khinalug, Kryz, Tsez;Avar-Andic, Khinalug, Lezgic, Tsezic;Avar-Andic, Khinalug, Lezgic, Tsezic;https://search.rsl.ru/ru/record/01004804415;0;0;0;1
Cheerchiev M.Ch.;Этюды по фонологии аварского языка;2013;Avar;Avar;Avar-Andic;Avar-Andic;https://search.rsl.ru/ru/record/01006579433;0;0;0;1
Chikobava A.S. and Tsertsvadze I.I.;Xundzuri ena;1962;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;0;0
Chitaj G.S. and Eremyan S.T. and Gardanov B.A. and Guliev A.N. and Lavrov L.I. and Nersesov G.A.;Народы Кавказа II;1962;Udi, Budukh, Kryz, Khinalug;Budukh, Khinalug, Kryz, Udi;Khinalug, Lezgic;Khinalug, Lezgic;;0;1;0;0
Chokaev K.Z.;Аффиксация;1970;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Chokaev K.Z.;Морфология чеченского языка: словообразование;1972;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01009512881;0;0;0;1
Chokaev K.Z.;Нахские языки;1992;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Chokaev K.Z.;Сопоставительная типология русского и чеченского языков: пособие для учителей школ, преподавателей вузов и студентов-филологов;2011;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01005460741;0;0;0;1
Chokaev K.Z.;Историко-этимологический словарь чеченского языка;2015;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008503688;0;0;0;1
Chokaev R.K.;Взаимодействие русского и чеченского языков в условиях многоязычия ЧИ АССР: социолингвистический аспект;1988;Chechen;Chechen;Nakh;Nakh;https://search.rsl.ru/ru/record/01008489591;0;0;0;1
Chrelashvili K.T.;Система согласных в нахских языках;1975;Chechen, Ingush, Tsova-Tush;Chechen, Ingush, Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01009512559;0;0;0;1
Chrelashvili K.T.;Цова-тушинский (бацбийский) язык;2007;Tsova-Tush;Tsova-Tush;Nakh;Nakh;https://search.rsl.ru/ru/record/01003193728;0;0;0;1
Chukhua M.D.;Консонантизм ингушского языка;1989;Ingush;Ingush;Nakh;Nakh;https://search.rsl.ru/ru/record/01008014654;0;0;0;1
Chumakina M. and Lyutikova E.A.;External agreement in Khwarshi;2023;Khwarshi;Khwarshi;Tsezic;Tsezic;;0;0;1;0
Chumakina M.E.;Periphrasis and serialization in Archi. A canonical approach;2009;Archi;Archi;Lezgic;Lezgic;;0;1;0;0
Chumakina M.E.;Archi;2016;Archi;Archi;Lezgic;Lezgic;;1;1;0;0
Chumakina M.E.;Mood in Archi: Realization and semantics;2018;Archi;Archi;Lezgic;Lezgic;;1;0;0;0
Chumakina M.E. and Corbett G.G.;Archi: the challenge of an extreme agreement system;2008;Archi;Archi;Lezgic;Lezgic;;1;0;1;0
Chumakina M.E. and Corbett G.G.;Setting the scene: agreement in Archi;2014;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Chumakina M.E. and Corbett G.G.;Gender-number marking in Archi: Small is complex;2015;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Chumakina M.E. and Corbett G.G. and Kibort A.;Determining a language's feature inventory: person in Archi;2007;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Chumakina M.E. and Maisak T.A.;Дискурсивные частицы;2001;Bagvalal;Bagvalal;Avar-Andic;Avar-Andic;;1;0;0;0
Chunchalova Z.M.;Пространственные падежи лезгинского языка в сопоставлении с английскими предлогами;2004;Lezgian;Lezgian;Lezgic;Lezgic;https://search.rsl.ru/ru/record/01004298963;0;0;0;1
Clifton D.A. and Clifton J.M. and Kirk P. and Ljøkjell R.;The sociolinguistic situation of the Udi in Azerbaijan;2005;Udi;Udi;Lezgic;Lezgic;;0;1;1;0
Clifton J.M.;Studies in languages of Azerbaijan vol. 1;2002;Budukh, Khinalug, Kryz, Udi, Lezgian;Budukh, Khinalug, Kryz, Lezgian, Udi;Khinalug, Lezgic;Khinalug, Lezgic;;0;1;1;0
Clifton J.M.;Studies in languages of Azerbaijan vol. 2;2003;Tsakhur, Avar;Avar, Tsakhur;Avar-Andic, Lezgic;Avar-Andic, Lezgic;;0;1;1;0
Clifton J.M.;The future of the Shahdagh languages;2009;Budukh, Khinalug, Kryz;Budukh, Khinalug, Kryz;Khinalug, Lezgic;Khinalug, Lezgic;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Mak J. and Tiessen C.;The sociolinguistic situation of the Avar in Azerbaijan;2005;Avar;Avar;Avar-Andic;Avar-Andic;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Mak J. and Tiessen C.;The sociolinguistic situation of the Budukh in Azerbaijan;2005;Budukh;Budukh;Lezgic;Lezgic;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Mak J. and Tiessen C.;The Sociolinguistic Situation of the Khinalug in Azerbaijan;2005;Khinalug;Khinalug;Khinalug;Khinalug;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Mak J. and Tiessen C.;The sociolinguistic situation of the Kryz in Azerbaijan;2005;Kryz;Kryz;Lezgic;Lezgic;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Mak J. and Tiessen C.;The sociolinguistic situation of the Lezgi in Azerbaijan;2005;Lezgian;Lezgian;Lezgic;Lezgic;;0;1;1;0
Clifton J.M. and Deckinga G. and Lucht L. and Tiessen C.;The sociolinguistic situation of the Tsakhur in Azerbaijan;2005;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;1;1;0
Comrie B.;A Descriptive Grammar of Tsez;1993;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Gender Affixes in Tsez: Synchrony and diachrony;1999;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B.;Tsez as an intransitive language: an aspect of the structure of the Tsez verbal lexicon;2000;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Valency-changing derivations in Tsez;2000;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B.;“Love your enemies” Affective constructions in two Daghestanian languages;2001;Bezhta, Tsez;Bezhta, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;How independent is Tsezic morphology;2001;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Participles in Tsez: An emergent word class?;2001;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B.;Vowel length and dialect variation in Tsez;2001;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Verb stems and verb inflection in Bezhta;2002;Bezhta;Bezhta;Tsezic;Tsezic;;0;0;1;0
Comrie B.;A note on pharyngealization and umlaut in two Tsezic languages;2003;Bezhta, Tsez;Bezhta, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Imperatives and alignment typology in Tsezic languages: a typological investigation;2004;Tsez, Bezhta, Hunzib;Bezhta, Hunzib, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Oblique-case subjects in Tsez;2004;Tsez;Tsez;Tsezic;Tsezic;;1;1;1;0
Comrie B.;Tsez (Dido) Morphology;2007;Tsez;Tsez;Tsezic;Tsezic;;1;0;1;0
Comrie B.;Tsez;2014;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B.;Why Caucasian Languages?;2017;Bezhta, Tsez;Bezhta, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Helma van den Berg and Khalilova Z.M.;Antipassives in Nakh-Daghestanian languages: Exploring the margins of a construction;2021;Avar, Bezhta, Southwestern Dargwa, Northern Dargwa, Godoberi, Hinuq, Hunzib, Tsez, Chirag;Avar, Bezhta, Dargwa, Godoberi, Hinuq, Hunzib, Tsez;Avar-Andic, Dargwic, Tsezic;Avar-Andic, Dargwic, Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Alignment typology, reflexives, and reciprocals in Tsezic languages;2011;Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Adverbial clauses in the Tsezic languages;2012;Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Experiencer constructions in Tsezic languages;2012;Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Generalized noun-modifying clause constructions in Bezhta and Hinuq (Nakh Daghestanian);2013;Bezhta, Hinuq;Bezhta, Hinuq;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Insubordination in the Tsezic languages;2016;Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;General noun-modifying clause constructions in Hinuq and Bezhta, with a note on other Daghestanian languages;2017;Bezhta, Hinuq;Bezhta, Hinuq;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Forker D. and Khalilova Z.M.;Affective constructions in Tsezic languages;2018;Bezhta, Hunzib, Hinuq, Khwarshi, Tsez;Bezhta, Hinuq, Hunzib, Khwarshi, Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Hartmann I. and Haspelmath M. and Khalilova Z.M. and Taylor B.;Bezhta valency patterns;2013;Bezhta;Bezhta;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Khalilov M.Sh.;Bezhta vocabulary;2009;Bezhta;Bezhta;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Khalilov M.Sh.;Loanwords in Bezhta, a Nakh-Daghestanian language of the North Caucasus;2009;Bezhta;Bezhta;Tsezic;Tsezic;;0;1;1;0
Comrie B. and Khalilov m.Sh.;The dictionary of languages and dialects of the people of the Northern Caucasus: comparison of the basic lexicon;2010;Lak, Aghul, Archi, Budukh, Kryz, Tabasaran, Udi, Tsakhur, Khinalug, Lezgian, Rutul, Chechen, Ingush, Tsova-Tush, Avar, Upper Andi, Lower Andi, Northern Akhvakh, Southern Akhvakh, Bagvalal, Botlikh, Godoberi, Karata, Tukita, Tindi, Chamalal, Gigatli, Bezhta, Hunzib, Hinuq, Khwarshi, Tsez, Northern Dargwa, Hapshima, Sanzhi-Itsari, Kubachi, Mehweb, Muira, Usisha-Butri, Kajtak, Tsudaqar, Chirag, Southwestern Dargwa;Aghul, Akhvakh, Andi, Archi, Avar, Bagvalal, Bezhta, Botlikh, Budukh, Chamalal, Chechen, Dargwa, Godoberi, Hinuq, Hunzib, Ingush, Karata, Khinalug, Khwarshi, Kryz, Lak, Lezgian, Rutul, Tabasaran, Tindi, Tsakhur, Tsez, Tsova-Tush, Udi;Avar-Andic, Dargwic, Khinalug, Lak, Lezgic, Nakh, Tsezic;Avar-Andic, Dargwic, Khinalug, Lak, Lezgic, Nakh, Tsezic;;0;0;1;0
Comrie B. and Khalilov M.Sh. and Khalilova Z.M.;A grammar of Bezhta;2015;Bezhta;Bezhta;Tsezic;Tsezic;;1;1;1;0
Comrie B. and Khalilov M.Sh. and Khalilova Z.M.;Valency and valency classes in Bezhta;2015;Bezhta;Bezhta;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Müller A.;Demonstrative Pronouns in Tsez;2009;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Polinsky M.;Form and Function in Syntax: Relative clauses in Tsez;1998;Tsez;Tsez;Tsezic;Tsezic;;0;1;0;0
Comrie B. and Polinsky M.;Agreement in Tsez;1999;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B. and Polinsky M.;Reflexivity in Tsez;1999;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Comrie B. and Polinsky M.;Some observations on class categorization in Tsez;1999;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B. and Polinsky M.;Constraints on Reflexivization in Tsez;2003;Tsez;Tsez;Tsezic;Tsezic;;0;1;1;0
Comrie B. and Polinsky M.;Evidentials in Tsez;2007;Tsez;Tsez;Tsezic;Tsezic;;1;0;1;0
Comrie B. and Polinsky M.;The great Daghestanian case hoax;2008;Tabasaran, Tsez;Tabasaran, Tsez;Lezgic, Tsezic;Lezgic, Tsezic;;0;0;1;0
Comrie B. and Polinsky M.;Tsez;2020;Tsez;Tsez;Tsezic;Tsezic;;1;1;0;0
Comrie B. and Polinsky M. and Radzhabov R.;Tsezian languages;1998;Tsez;Tsez;Tsezic;Tsezic;;0;0;1;0
Conathan L. and Good Jeff;Morphosyntactic Reduplication in Chechen;2000;Chechen;Chechen;Nakh;Nakh;;0;1;0;0
Conathan L. and Good Jeff;Morphosyntactic reduplication in Chechen and Ingush;2001;Chechen, Ingush;Chechen, Ingush;Nakh;Nakh;;0;0;1;0
Corbett G.G.;Person in Archi;2012;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Corbett G.G.;The shape of the Archi agreement paradigm;2013;Archi;Archi;Lezgic;Lezgic;;0;0;1;0
Corbett G.G. and Davies I.R.L. and Sosenskaya T.B.;Colours in Tsakhur: First account of the basic colour terms of a Nakh-Daghestanian language;1999;Tsakhur;Tsakhur;Lezgic;Lezgic;;0;1;1;0
Creissels D.;The emergence of person agreement in Akhvakh: an unusual grammaticalization path;2006;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;0;1;0;0
Creissels D.;Intensifiers, reflexivity and logophoricity in Axaxdərə Akhvakh;2007;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;0;1;0;0
Creissels D.;Optative in Akhvakh;2008;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;1;0;0;0
Creissels D.;Person variations in Akhvakh verb morphology: functional motivation and origin of an uncommon pattern;2008;Northern Akhvakh;Akhvakh;Avar-Andic;Avar-Andic;;0;0;1;0
